"gene"	"ASDc"	"IDG"	"hs"	"SCZ"	"FMRP"	"PSD"	"NP_exon_max_z"	"any_Brain_GO"	"TADAq"	"TADAi"	"UASD"	"varp"	"meanp"	"medp"	"minp"	"maxp"
"CDC42BPB"	0	0	0.201	1	1	1	3.63618997258323	0	0.237273588928368	0	0	0.0857958416230248	0.595606187128501	0.698630601967737	4.50217257000203e-13	0.999973796839459
"ELAVL4"	0	0	0.599	0	0	0	3.12642780477388	0	0.93008813435293	0	0	0.00754640351370933	0.595589500594707	0.590028346791681	0.402294873463582	0.908989687561349
"PAXIP1"	0	0	0.863	0	0	0	2.48796468676888	0	0.94080435699349	0	0	0.00865831850770354	0.595537544538984	0.591966064116456	0.368553750722006	0.920588551380005
"MPP1"	0	0	0.9	0	0	1	2.26818805293139	0	0.932450530264689	0	0	0.0522275995628075	0.595453482162637	0.557049172631129	2.82414740463372e-13	1
"AMMECR1"	0	0	0.851	0	0	0	2.50802263596968	0	0.918936464564932	0	0	0.00856182005037245	0.595377633446109	0.590602431964319	0.369853414081933	0.920083837828705
"CELSR1"	0	0	0.415	0	0	0	1.94389331124573	1	0.948979513962572	0	0	0.00556849337832885	0.595023695336168	0.586794734670828	0.44860187828092	0.898206690764482
"ACO2"	0	0	0.39	1	1	1	2.52049311454218	0	0.931709614217906	0	0	0.0789658819478235	0.59489936759404	0.679498827886856	1.00630679622764e-09	0.999999825691461
"CBFA2T2"	0	0	0.334	0	0	0	2.18111739416896	1	0.928026322820029	0	0	0.00515085472540041	0.594759802991221	0.589573275557096	0.460246157195562	0.852315471097358
"SLC25A28"	0	0	0.341	0	0	0	4.49002968868903	0	0.930730699035082	0	0	0.00728087458006663	0.594649043373138	0.582530985045454	0.428176446351214	0.871855019611358
"CDC27"	0	0	0.919	0	0	0	2.38983337398324	0	0.938216247378992	0	0	0.00909201527305306	0.594578529188304	0.59217984499822	0.362259503795679	0.921041218242882
"SLC4A7"	0	0	0.285	0	0	0	2.37550810472286	1	0.896930438541995	0	0	0.00526220444019321	0.594573798658078	0.585554139303734	0.460246157195562	0.841867854896212
"GLS"	0	0	0.11	0	0	1	2.8414842617525	1	0.728200959447102	0	0	0.063674247890243	0.594483377194878	0.555367795804203	1.79047700275279e-13	1
"SORCS3"	0	0	0.792	0	0	0	1.42147038420881	1	0.364628656446579	0	0	0.0170968944815401	0.594461748867222	0.589084114090356	0.180308615064925	0.983182172040625
"ECE1"	0	0	0.292	0	0	0	2.34091262682976	1	0.362582350053514	0	0	0.00522483582633017	0.594357074854505	0.58641310032876	0.460246157195562	0.841149574341822
"ANAPC7"	0	0	0.602	0	0	0	3.10337447299029	0	0.919886754187993	0	0	0.0074655400480004	0.594194635139064	0.589258391793458	0.401419208946894	0.907647261970394
"NPAS3"	0	0	0.271	0	0	0	2.43370444444492	1	0.945945011956568	0	0	0.00533437508763155	0.594084099583009	0.587879745108535	0.460246157195562	0.842302031638375
"EIF2B4"	0	0	0.712	0	0	0	1.48577048883526	1	0.919502643782792	0	0	0.0135533746277156	0.594058770117144	0.585652583350507	0.239280038891246	0.975089031416289
"SHKBP1"	0	0	0.22	1	0	0	1.99656291674719	0	0.873961483119401	0	0	0.0171237445844371	0.594007073202751	0.585137568583074	0.0917510398708839	0.999979360801762
"RUNX2"	0	0	0.519	0	0	0	1.72175118457581	1	0.942220066230887	0	0	0.00724935388885185	0.593913203364433	0.58266452301391	0.394026607940237	0.936903943839519
"PAPOLA"	0	0	0.884	0	0	0	2.4411309772206	0	0.915810680572445	0	0	0.00875330639466915	0.593866272882289	0.590402612616312	0.365849933406029	0.91942334224674
"ZNF362"	0	0	0.645	0	0	0	2.96655297690013	0	0.933473360429978	0	0	0.00752627483703899	0.593834863124096	0.587281984637345	0.395093604806883	0.909967167443931
"ITM2C"	0	0	0.174	1	0	0	0.168996542246426	1	0.818606953488631	0	0	0.0364855651595248	0.593743647207262	0.552810787364833	0.00400055679635253	0.999999999999994
"APPBP2"	0	0	0.732	0	0	0	2.73747402594714	0	0.934626336932951	0	0	0.00779205552190968	0.593581738098358	0.590227255279517	0.383493582194496	0.914016943946692
"ARPC3"	0	0	0.363	1	0	1	0.981751487644813	1	0.883427097945349	0	0	0.0476685988052354	0.593527481112455	0.58516963004543	8.75450662651005e-06	0.999999999678271
"USP15"	0	0	0.738	0	0	1	2.84635236665862	0	0.327161251117865	0	0	0.0527946271892285	0.593379487115389	0.568784877219238	6.99803240924809e-07	1
"RACGAP1"	0	0	0.29	0	0	0	2.33088975505267	1	0.821427267130763	0	0	0.00520914492401174	0.593139102906302	0.585654645937466	0.460246157195562	0.839900867250779
"CYTH1"	0	0	0	1	0	0	2.50718402406005	0	0.910824211995132	0	0	0.0251925711456327	0.592983098126991	0.578310494254147	3.75359790993685e-08	0.997530572978843
"PPM1L"	0	0	1	0	0	0	2.26419402393387	0	0.849653577694257	0	0	0.00989374284400113	0.592897502983023	0.592050228732336	0.328057460474504	0.921034643256382
"PTPN2"	0	0	0.924	0	0	0	2.37112446870083	0	0.900343847982168	0	0	0.00907246714094936	0.592845665931077	0.591181578005097	0.36133448923639	0.919355282705015
"PTGES3"	0	0	0.947	0	0	0	2.33685211525832	0	0.882681897880229	0	0	0.00930147157994771	0.592823251549049	0.591315670599274	0.358928891171419	0.919859964169735
"CDK2"	0	0	1	0	0	0	2.26319304408119	0	0.897338837764149	0	0	0.00988858841335364	0.592728540391437	0.591922283239157	0.327631399361931	0.920858327428931
"ATP5A1"	0	0	0.235	1	1	1	3.31751456429273	0	0.919036110737085	0	0	0.0838067010318672	0.59252122541937	0.687860132841352	2.23815775272178e-12	0.999990341594672
"NDP"	0	0	0.353	0	0	0	2.08630292439671	1	0.913594731629659	0	0	0.00514621956208259	0.592490761925156	0.586937875986673	0.460246157195562	0.862322587228516
"DYRK1B"	0	0	0.592	0	0	0	3.12050470048897	0	0.930101726442644	0	0	0.00734483985079643	0.592464478130655	0.586584663015456	0.402392894018807	0.904989428628441
"PRRC2C"	0	0	0	1	0	0	2.49988697237313	0	0.825161043288431	0	0	0.0252030530505815	0.592443918509912	0.577647604146826	3.78474013443692e-08	0.997568002680382
"RPLP0"	0	0	0.997	1	0	1	2.88136374554595	0	0.926996019381435	0	0	0.0851410104554804	0.592422777799249	0.647282581897042	2.4763746099022e-09	1
"GFI1"	0	0	0.293	0	0	0	2.3061741936251	1	0.934794251444313	0	0	0.00518120935772111	0.592375495005601	0.584966181031564	0.460246157195562	0.838830144807057
"FGF23"	0	0	0.485	0	0	0	1.76488695610922	1	0.92933830788806	0	0	0.00656502008065731	0.592344192472931	0.583710477515175	0.407699568075213	0.924974633379076
"CHD7"	0	0	0.121	0	0	0	3.61232079291832	1	0.936585989416473	0	0	0.00774545124596154	0.592319884161315	0.585634792429135	0.427489217750407	0.879623201391885
"LPHN1"	0	0	0.206	1	1	1	3.51177709897747	0	0.717187515916754	0	0	0.0850093455024137	0.592305141104163	0.697684373711744	6.52000958682442e-13	0.999978491185776
"SLC6A6"	0	0	0.264	0	0	0	2.43692912570102	1	0.85618306145518	0	0	0.00534306983115656	0.592169342690242	0.585393053632602	0.45942744159097	0.84063747712511
"LMNA"	0	0	0.522	0	0	0	3.37782434638522	0	0.941802764915843	0	0	0.00723721847365574	0.591895275450565	0.583448470806058	0.413429181760508	0.89839087037384
"KIF20B"	0	0	0	0	0	1	0.752221169450876	1	0.942370946337763	0	0	0.0617153557293309	0.591782244856569	0.517141343280154	1.06276308383407e-14	1
"NCK2"	0	0	0.208	0	0	0	2.75823309130456	1	0.939026584658115	0	0	0.00592955100679028	0.591674206691626	0.583909374998525	0.451533174006768	0.844804206813793
"TPT1"	0	0	0.644	0	0	0	2.94959485509231	0	0.888907452783269	0	0	0.00739022396889075	0.591569904355517	0.585594889300366	0.394577154380982	0.907381556838628
"RDH10"	0	0	0.249	0	0	0	2.50342276145963	1	0.92179478483629	0	0	0.00545219452020461	0.591490519753546	0.585469401439028	0.456866274468534	0.841017657542601
"RIN1"	0	0	0.074	0	0	1	1.96881153663215	1	0.87875557564377	0	0	0.0572710900397558	0.591475587263893	0.530025002895161	1.35124194331936e-13	1
"IQSEC3"	0	0	0.474	1	1	1	2.22010434447875	0	0.943213350474731	0	0	0.0795754944704436	0.591425378730977	0.67434294487934	2.12936041650685e-08	0.999999999999855
"CORO1C"	0	0	0.915	1	0	1	3.06623113854759	0	0.832897262181803	0	0	0.0837181492871893	0.591366431935727	0.646794812854065	6.69671355832687e-09	1
"OR51A2"	0	0	0.087	0	0	0	4.11371416718755	1	0.416437147428889	0	0	0.00890800864292628	0.591354817464729	0.585794818121852	0.400907020945936	0.893078448045218
"DDX3X"	0	0	0.719	1	0	1	3.70938182753097	0	0.499059430209516	0	0	0.0803089318353106	0.591247024461691	0.636688568351997	4.62897216001053e-08	1
"MAPKAP1"	0	0	0.203	0	0	0	2.78366675730816	1	0.920781855152496	0	0	0.0059902535804951	0.591173343202053	0.582993602684249	0.450394200776128	0.844709720475898
"MAFG"	0	0	0.467	0	0	0	3.62168280031675	0	0.923097848089106	0	0	0.00716071451016909	0.59114378907501	0.581993013975579	0.42103952527786	0.891227877517289
"LHX8"	0	0	0.207	0	0	0	2.75375041197818	1	0.900333615401914	0	0	0.00593057909487445	0.591086912415636	0.583226864744382	0.450873022185183	0.844223576954211
"SPTBN4"	0	0	0.132	1	0	1	1.87928096233735	1	0.948491007517815	0	0	0.0547955489050208	0.591046020378798	0.615669472979977	1.00056812739487e-07	0.999999999279388
"EFNB2"	0	0	0.376	0	0	0	1.99823183962773	1	0.9302649648488	0	0	0.00522655311818014	0.591022786789489	0.585709675127317	0.458654088529401	0.874641642574006
"SEZ6L"	0	0	0.252	0	0	0	2.47922790822239	1	0.944267449718346	0	0	0.0054152430090557	0.591014245240291	0.585072722851203	0.456826335427933	0.840232623424751
"TGFB1"	0	0	0.752	0	0	0	1.42659487597988	1	0.931455357738274	0	0	0.0154706733793165	0.590882412560433	0.58345573588374	0.200197723851781	0.97884967700782
"TRIM3"	0	0	0.335	1	1	1	2.65113992232196	0	0.94306670746201	0	0	0.0787670255408571	0.590600863963658	0.673376282665429	1.50381221221693e-10	0.999999347020827
"PER2"	0	0	0.741	0	0	0	1.43341453786224	1	0.65620737197104	0	0	0.0149947033408774	0.59058231888785	0.582834986415531	0.207637558594204	0.977627900429914
"NR4A2"	0	0	0.566	0	0	0	1.61939997103131	1	0.802348314158486	0	0	0.00850491993327175	0.590563395807266	0.580699096491842	0.362617445460129	0.94807559554819
"PRKCH"	0	0	0.428	0	0	0	1.85924475373555	1	0.791161832989562	0	0	0.00568755781574915	0.590378172408148	0.580118973077346	0.431953175955906	0.900689018915464
"JMJD1C"	0	0	0.707	0	0	0	2.771209836393	0	0.946860038219822	0	0	0.00751296464619795	0.590316815312281	0.586115144119617	0.385793012784397	0.909306067537223
"BCL11A"	1	0	0.576	0	0	0	1.60308469959232	1	0.0418986402262864	1	1	0.00880310355196528	0.590242933956086	0.579437959167413	0.352828121231438	0.950353523589052
"CASKIN1"	0	0	0.195	1	1	1	3.54129401187688	0	0.946544430373043	0	0	0.0851559465686064	0.590200608014308	0.693429591356842	4.40244542869409e-13	0.999971618635136
"EML1"	0	0	0.272	0	0	0	2.36489197610973	1	0.942003728622689	0	0	0.00524572046904678	0.590126979092175	0.584260327503349	0.45859442786917	0.837701814806011
"RGS6"	0	0	0.42	0	0	0	1.87410917431416	1	0.746251411555255	0	0	0.00559285522375615	0.590082279853085	0.579583211419794	0.435270080481205	0.896736495720695
"MAP2K6"	0	0	0.746	0	0	0	2.67816573840754	0	0.927200693644447	0	0	0.00766622365717466	0.590036936775605	0.587575244585891	0.380818335140758	0.910719315835744
"PRRC2A"	0	0	0	1	0	0	2.46650145310407	0	0.947480988867011	0	0	0.0252522136131322	0.589975431720125	0.574611160707555	3.93055028929267e-08	0.997732161225863
"TSG101"	0	0	0.874	0	0	1	2.26036061805223	0	0.821721614710369	0	0	0.0517967213719658	0.589975013640364	0.549823734539926	1.56040418083675e-12	1
"SYT11"	0	0	0.452	0	0	0	1.80281689985937	1	0.932629986733694	0	0	0.00601495135513916	0.58992631676972	0.581015319261222	0.418947052125962	0.910799529210312
"EFNA5"	0	0	0.29	0	0	0	2.27743659361654	1	0.922542897015839	0	0	0.00514113956392598	0.589670143969387	0.582251208135551	0.460246157195562	0.83592118075052
"ITGA6"	0	0	0.505	1	0	0	1.74822539342902	0	0.946327901528921	0	0	0.0213160069137813	0.589604192567925	0.581383832696692	0.0655666038670537	1
"ABAT"	0	0	0.369	0	0	0	1.99978071148932	1	0.846422705444447	0	0	0.00517197283949219	0.589577189026593	0.584563904168342	0.458882069975071	0.86926657977267
"LHX5"	0	0	0.536	0	0	0	1.65253319823609	1	0.935365402610956	0	0	0.00771998022534205	0.589544436630407	0.58059978425993	0.375496125207363	0.939616234525104
"EIF2B5"	0	0	0.544	0	0	0	1.63816078897239	1	0.737476508797809	0	0	0.00793108391527473	0.589269897903436	0.581582386054862	0.370821481494133	0.941723492967181
"ESPN"	0	0	0.084	1	0	0	0.0408995867358323	1	0.940188692784124	0	0	0.0373273359758186	0.589230535274383	0.552759801152861	0.00980578920887154	0.999999999999983
"TMEM201"	0	0	0.267	1	0	0	1.90648740379192	0	0.754670275958511	0	0	0.0165950613850423	0.589186376159101	0.579132738631421	0.0782155096950867	0.999999943036783
"RTN4RL1"	0	0	0.453	0	0	0	1.79104390745783	1	0.937971537995374	0	0	0.00603151966440415	0.589036065159464	0.580157885635457	0.416468201492069	0.910592934077953
"PTPRF"	0	0	0.285	1	1	1	2.93870474225866	0	0.867867512533924	0	0	0.0805004604933885	0.589007092418417	0.674768626283207	1.99683620444589e-11	0.999997584730054
"FBXL2"	0	0	0.598	0	0	0	3.06728128713001	0	0.908358241613136	0	0	0.00713926788412539	0.588915290852718	0.58418051832331	0.400413030966247	0.901320518081189
"APBB2"	0	0	0.33	0	0	0	2.11294228682054	1	0.947617426616873	0	0	0.00505221631033157	0.588865552760761	0.583977037449007	0.460246157195562	0.843544777352389
"CCDC88A"	0	0	0.185	0	0	0	2.87042065694644	1	0.941336147509747	0	0	0.00622315667046701	0.58878902775968	0.579261114761562	0.445749877346212	0.843771838622625
"ADCY8"	0	0	0.629	0	0	0	1.52561863755974	1	0.948781315778746	0	0	0.0105783993417395	0.588694187952206	0.581511641988947	0.297129992660729	0.960934696337134
"AFF2"	0	0	0.299	0	0	0	2.22307387324101	1	0.888381851815224	0	0	0.00508665823260654	0.588532125936299	0.581388850832897	0.460246157195562	0.834010348549987
"GSN"	0	0	0.201	1	0	1	1.39358150581034	1	0.871970971776009	0	0	0.050966149838636	0.588512924652352	0.595400747511442	4.17483623239367e-07	0.999999998974312
"NUP50"	0	0	0.919	0	0	0	2.35087710777114	0	0.828693743012028	0	0	0.00885913450062915	0.588465808514241	0.586710343766034	0.360861911979625	0.914526400000324
"MCM2"	0	0	0.995	0	0	0	2.24436385439378	0	0.946542110990592	0	0	0.00970006753578116	0.58844413999933	0.588213014769534	0.320206555016605	0.916181991022453
"UBE2H"	0	0	0.699	0	0	0	2.77564899605972	0	0.91901890914436	0	0	0.00737877200356109	0.588428116918283	0.584536594720362	0.386311144443679	0.90678310454672
"RAB8B"	0	0	0.08	0	0	1	2.33908263610571	1	0.920138869982775	0	0	0.0602663789882011	0.588416798962993	0.530401808785224	5.80840331128409e-14	1
"ATP1B1"	0	0	0.331	1	1	1	2.62863529161234	0	0.203516609849858	0	0	0.0786068028729167	0.588369391528525	0.669815174025452	1.38114499334936e-10	0.999999293345851
"TSHZ1"	0	0	0.155	1	1	0	-0.494642270020432	0	0.94547013030998	0	0	0.0396946407363817	0.588315381715474	0.588926252283485	0.0300841742304026	1
"WT1"	0	0	0.999	0	0	0	2.23730027411123	0	0.834196579149193	0	0	0.00974000467296579	0.588125040100539	0.587714614221062	0.316819935894855	0.915911513007252
"CCDC136"	0	0	0.093	1	0	0	2.19762246319294	0	0.947257374930162	0	0	0.0214439771430809	0.588062924162959	0.57217634290819	0.00565350565522812	0.996522177396075
"SHH"	0	0	0.485	0	0	0	1.71773646688914	1	0.919658836587214	0	0	0.00659789851213708	0.587803771462837	0.579009688483783	0.397518747672838	0.922182947799553
"WARS"	0	0	0.184	1	0	0	1.9870530628685	0	0.935126505936847	0	0	0.0179297830808929	0.587619937393936	0.576278475404994	0.0710707707132058	0.998216351806559
"PSMD8"	0	0	0.951	0	0	0	2.29842687496898	0	0.888354702834601	0	0	0.00916074705266861	0.587532070405287	0.587158216791471	0.347130106784325	0.91424890270876
"ACTL6B"	0	0	0.535	0	0	0	3.27922400837044	0	0.935134728385118	0	0	0.00697328201106081	0.587477303328832	0.578887183878893	0.409798139431403	0.894362650897311
"CLU"	0	0	0.111	1	0	1	1.91527675759277	1	0.862431740743101	0	0	0.0558174159931786	0.587438297709923	0.615915868710867	3.9767793278908e-08	0.999999999077188
"CHD2"	1	0	0.496	0	0	0	3.44225948164314	0	0.000267207909109716	1	1	0.00694234905324035	0.587415337091446	0.579452666346432	0.416435443596777	0.890195062350548
"RBM25"	0	0	0.668	0	0	0	2.84632595320962	0	0.940509540144574	0	0	0.00721136482615835	0.587329599082384	0.582407922379772	0.390087464262139	0.903897576382768
"SCN9A"	0	0	0.281	0	0	0	2.27692941787384	1	0.947368994779574	0	0	0.00513504223301255	0.587151092352695	0.579619623289092	0.457028563257074	0.833605446579753
"PPFIA1"	0	0	0.107	1	0	1	1.93139256502699	1	0.884710203841232	0	0	0.0560151953113149	0.587032999812552	0.616450978504891	3.46515949296651e-08	0.999999999058288
"PSMA5"	0	0	0.982	0	0	0	2.25281604923564	0	0.918556187061214	0	0	0.00949965910980668	0.586994647242408	0.585894636075991	0.325112588851229	0.914321707174231
"PPP4C"	0	0	0.623	0	0	0	2.97047043526163	0	0.932088416045737	0	0	0.00706847511306944	0.586910616944255	0.579971252219384	0.396181508737848	0.90068344455782
"NUTF2"	0	0	0.587	0	0	0	3.08473768516307	0	0.913632018810059	0	0	0.00700008420160934	0.586895648844318	0.581406514672475	0.401442923904557	0.898107987438519
"SNRPA"	0	0	0.704	0	0	0	2.75030145319852	0	0.902350871334335	0	0	0.00730954042365072	0.586805974286106	0.583620120768443	0.385228177722767	0.905161207882285
"FAM134B"	0	0	0.571	0	0	0	1.57748819197462	1	0.928159247643505	0	0	0.00874593217952853	0.586724185556977	0.576070720490869	0.347205595769657	0.947595847819149
"ZBTB17"	0	0	0.896	0	0	0	2.37326335978558	0	0.940292508798745	0	0	0.00856064509512204	0.58644718629106	0.584318393590036	0.362831345586891	0.911694289054333
"BZW1"	0	0	0.756	0	0	0	2.62888547111336	0	0.895359369075727	0	0	0.00753081228425874	0.586413782693509	0.580459037333143	0.378660514970906	0.90703215812161
"PRPF38B"	0	0	0.5	0	0	0	3.41255450667826	0	0.825559525688787	0	0	0.00687642668449967	0.586313990795638	0.57798187667578	0.415354729225363	0.889281623600017
"KIFC3"	0	0	0.213	0	0	0	2.61803361489834	1	0.668754619968912	0	0	0.0057392416485052	0.586121227591594	0.579159140849681	0.447294081104699	0.837864545932647
"GAPDH"	0	0	0	1	0	1	3.05787304039202	1	0.927653276238931	0	0	0.0676009184347249	0.58602051891027	0.617871452829153	6.04316709625888e-10	0.999999999733082
"OTX2"	0	0	0.896	0	0	0	1.29077620312342	1	0.925546303282233	0	0	0.0229148877286404	0.585843180462551	0.585797607561793	0.105493753358071	0.988897616380093
"CYP21A2"	0	0	0.251	0	0	0	5.28353801628374	0	0.934965417675822	0	0	0.0066239587475668	0.585818280041643	0.575547972106648	0.435064448098428	0.851267602048458
"PIAS1"	0	0	0.976	0	0	0	2.25326716422871	0	0.923923982898568	0	0	0.00939001968812611	0.585736960266959	0.584380967578961	0.325927886564555	0.912790115237455
"PLXNB2"	0	0	0.183	0	0	0	2.8132089766918	1	0.948958761491815	0	0	0.00618112605993893	0.585312316318415	0.575673682368431	0.442432843804444	0.83988831312776
"TEK"	0	0	0.886	0	0	0	2.38139124779653	0	0.825240918845428	0	0	0.00842190215963836	0.585269691883956	0.582679166818711	0.363627445996749	0.91009129702829
"ZNF521"	0	0	0.64	0	1	0	1.90109725406319	0	0.94217667180851	0	0	0.0377283964182888	0.585035017585558	0.590957429827892	0.000133630732310593	0.999999964432682
"POU2F1"	0	0	0.975	0	0	0	2.25021637100318	0	0.93928733818019	0	0	0.00935605057615191	0.58500553615933	0.583735655113795	0.324770368293337	0.911942459643718
"GAP43"	0	0	0.462	1	0	1	0.687345790154712	1	0.935511053072528	0	0	0.0489964132607941	0.584942533977866	0.579301446671657	1.12850898346271e-05	0.999999999999835
"ACIN1"	0	0	0.655	0	0	0	2.85817495855331	0	0.943246780947431	0	0	0.00701666631938281	0.584580921102436	0.579571696308811	0.391067007530416	0.899907467344155
"SLC38A3"	0	0	0.667	0	0	0	2.82541776725096	0	0.42234300765314	0	0	0.00705084240487052	0.584526576086124	0.579578241210366	0.389438154760508	0.900535921075263
"CASP2"	0	0	0.268	0	0	0	2.29256381333181	1	0.934599410959587	0	0	0.00516007383068531	0.584505864464965	0.578514429182162	0.452998151713938	0.831418118515415
"NAE1"	0	0	0.612	0	0	0	1.50672912575871	1	0.94003079407835	0	0	0.0101425724380311	0.584307133280947	0.576645178044253	0.300451658523621	0.955949894309785
"CLCN4"	0	0	0.283	0	0	0	4.87563734072563	0	0.517084955949579	0	0	0.00658429722407823	0.584115146575993	0.573713166895069	0.430236349338544	0.852727129745428
"TSN"	0	0	0.572	0	0	0	3.10920459250397	0	0.921687647130154	0	0	0.00681004784729816	0.584102865475105	0.577685900622687	0.402860727726832	0.893516385555519
"PSMD1"	0	0	0.955	0	0	0	2.27145840799342	0	0.948048948726538	0	0	0.00909185743839934	0.584036595974157	0.581574726250868	0.335578965264652	0.910399928714382
